lon,lat,depth_m,x,y,temp C,cond (uS/cm),salt,pH,turb NTU,chl(ug/L),odo(mg/L)
114.0083340409,22.6999198391,1,193453,2512837,24.86,208.96,0.06,7.99,1.23,4.75,9.97
114.0084373433,22.6999288901,2,193453,2512837,22.08,168.16,0.08,8.48,2.01,2.33,9.82
114.0083335236,22.6999758272,3,193453,2512837,24.11,239.08,0.07,8.58,3.89,1.83,9.68
114.0084132474,22.7000871498,4,193453,2512837,21.52,220.36,0.07,9.14,5.14,1.46,6.46
114.0082952958,22.7000344239,5,193453,2512837,26.90,201.69,0.07,8.12,5.88,2.67,4.92
114.0083919786,22.7001279765,1,193453,2512842,26.26,166.94,0.07,9.37,1.56,3.93,13.61
114.0083645531,22.7000318922,2,193453,2512842,21.32,169.23,0.08,7.40,2.65,1.60,8.00
114.0082985723,22.6999524780,3,193453,2512842,24.34,177.80,0.08,7.78,3.05,1.77,7.51
114.0084161355,22.6999391949,4,193453,2512842,19.99,199.90,0.07,8.64,4.48,1.60,7.40
114.0084006341,22.6999683849,5,193453,2512842,17.71,183.32,0.09,7.64,4.61,1.81,5.56
114.0084216674,22.7000591104,1,193453,2512847,21.19,152.50,0.08,9.50,1.18,4.04,11.75
114.0082870867,22.7001531808,2,193453,2512847,21.20,205.81,0.06,9.06,2.31,2.84,9.06
114.0083882364,22.7001085343,3,193453,2512847,23.92,208.37,0.07,8.76,3.05,1.57,7.26
114.0083902262,22.7000780702,4,193453,2512847,23.51,232.55,0.09,9.50,4.23,2.20,7.64
114.0083356622,22.7000810637,5,193453,2512847,18.27,178.98,0.08,8.11,5.71,1.39,4.34
114.0082907867,22.7000815659,1,193453,2512852,21.40,146.95,0.07,9.35,1.01,4.08,10.49
114.0084288519,22.7001091972,2,193453,2512852,17.80,209.62,0.06,8.77,1.83,3.06,8.38
114.0083018753,22.7001820340,3,193453,2512852,26.12,190.83,0.08,9.48,3.84,1.89,8.89
114.0083042500,22.7000619278,4,193453,2512852,18.90,233.63,0.07,7.35,5.40,2.29,6.89
114.0083482039,22.7000283213,5,193453,2512852,26.18,211.26,0.07,6.84,4.86,1.72,3.79
114.0084383985,22.6989006464,1,193458,2512727,26.95,174.78,0.06,9.04,1.28,3.85,10.97
114.0084970132,22.6990938420,2,193458,2512727,23.03,200.79,0.08,7.62,2.55,2.48,11.59
114.0084857256,22.6989490315,3,193458,2512727,24.67,204.18,0.06,8.52,2.80,1.48,9.46
114.0084315770,22.6989438160,4,193458,2512727,23.09,183.80,0.07,7.60,4.66,1.55,6.38
114.0085127846,22.6990346919,5,193458,2512727,22.24,231.50,0.09,8.41,5.76,1.64,5.68
114.0085366545,22.6989490340,1,193458,2512732,19.68,231.39,0.06,8.19,1.38,4.67,11.29
114.0083604367,22.6991266960,2,193458,2512732,20.88,206.23,0.07,7.95,2.53,1.75,8.45
114.0083593964,22.6989574258,3,193458,2512732,26.05,163.41,0.08,8.98,2.86,1.43,9.65
114.0084964036,22.6989830374,4,193458,2512732,25.01,236.47,0.09,7.33,3.72,1.32,6.79
114.0085390472,22.6990125535,5,193458,2512732,23.34,195.13,0.08,7.20,5.52,2.15,5.51
114.0083731438,22.6991023487,1,193458,2512737,25.57,203.96,0.06,8.97,1.22,4.14,12.65
114.0084984549,22.6991286424,2,193458,2512737,25.82,213.99,0.08,8.13,2.07,2.52,8.92
114.0084455478,22.6990925330,3,193458,2512737,24.67,219.45,0.07,8.24,3.86,1.22,8.21
114.0084585114,22.6990533836,4,193458,2512737,21.42,170.62,0.09,7.45,3.96,1.48,5.92
114.0085250109,22.6991044039,5,193458,2512737,17.96,249.17,0.07,9.50,4.85,1.37,4.57
114.0083640367,22.6991522940,1,193458,2512742,26.87,218.00,0.06,8.71,1.03,3.60,13.09
114.0085359384,22.6992278324,2,193458,2512742,19.82,217.89,0.09,8.75,2.44,1.82,8.90
114.0084688555,22.6990621443,3,193458,2512742,22.41,204.50,0.07,9.01,2.72,1.32,8.03
114.0085429747,22.6991474776,4,193458,2512742,23.66,207.59,0.08,8.69,4.91,2.35,6.80
114.0084775724,22.6991581558,5,193458,2512742,19.41,214.51,0.08,9.35,4.15,1.39,5.04
114.0084096568,22.6991525120,1,193458,2512747,24.64,200.84,0.08,9.27,1.23,3.08,11.36
114.0084822557,22.6991011414,2,193458,2512747,18.68,176.44,0.07,8.32,2.12,2.17,11.21
114.0084811444,22.6992761298,3,193458,2512747,24.59,197.55,0.09,7.52,3.64,2.60,9.08
114.0083863691,22.6992060858,4,193458,2512747,25.09,156.83,0.10,9.50,4.56,1.98,7.78
114.0085387881,22.6992392079,5,193458,2512747,24.05,196.50,0.08,8.39,6.56,2.18,4.96
114.0084243598,22.6991438175,1,193458,2512752,26.75,185.63,0.06,8.63,1.26,4.29,11.40
114.0084939077,22.6991495058,2,193458,2512752,20.77,236.01,0.08,8.53,1.75,1.87,10.64
114.0084883705,22.6993171873,3,193458,2512752,20.16,201.29,0.09,9.37,3.23,2.27,8.98
114.0083668044,22.6993031088,4,193458,2512752,24.13,167.65,0.09,7.76,3.66,1.86,5.92
114.0084286382,22.6992604881,5,193458,2512752,22.38,196.52,0.09,9.29,5.67,1.75,5.27
114.0085102608,22.6992288912,1,193458,2512757,26.46,221.77,0.07,9.12,1.24,4.57,11.24
114.0083723969,22.6991887114,2,193458,2512757,27.58,185.77,0.07,9.47,1.98,2.47,11.62
114.0083507170,22.6992662912,3,193458,2512757,26.30,196.82,0.07,8.53,3.29,1.51,7.46
114.0084251930,22.6992199509,4,193458,2512757,19.38,158.60,0.07,7.75,3.90,1.47,6.06
114.0084400292,22.6992038886,5,193458,2512757,18.98,222.08,0.07,8.09,4.31,1.77,4.32
114.0084412153,22.6992785948,1,193458,2512762,23.18,223.16,0.06,8.75,1.01,3.67,10.49
114.0085233603,22.6993608823,2,193458,2512762,22.42,218.04,0.07,9.49,2.31,1.69,11.30
114.0083614363,22.6993677363,3,193458,2512762,19.75,204.03,0.07,9.26,3.53,1.33,10.54
114.0084921822,22.6992492030,4,193458,2512762,23.77,189.74,0.06,7.57,3.83,2.32,7.02
114.0083808662,22.6992503854,5,193458,2512762,19.06,192.64,0.07,8.40,6.39,1.77,5.50
114.0084566918,22.6994227153,1,193458,2512767,20.99,146.55,0.06,8.84,1.38,3.75,12.46
114.0083556562,22.6993908014,2,193458,2512767,22.43,166.52,0.08,8.21,2.13,2.35,10.79
114.0083830034,22.6993680849,3,193458,2512767,25.61,210.68,0.09,8.22,4.02,2.27,8.27
114.0083394105,22.6993957040,4,193458,2512767,26.90,190.15,0.09,9.07,4.12,2.05,5.44
114.0084795346,22.6993840391,5,193458,2512767,23.92,203.17,0.08,8.25,4.69,2.23,5.35
114.0085103010,22.6994984904,1,193458,2512772,25.17,174.38,0.06,8.40,1.20,4.04,13.99
114.0085089648,22.6993065086,2,193458,2512772,19.91,190.33,0.08,7.45,1.97,3.22,10.57
114.0084028914,22.6993023661,3,193458,2512772,22.41,192.78,0.08,7.83,2.75,1.27,9.19
114.0084666141,22.6993843667,4,193458,2512772,23.62,197.59,0.07,7.44,3.84,1.79,6.82
114.0084599594,22.6993713800,5,193458,2512772,23.76,226.21,0.08,7.86,4.79,2.27,4.20
114.0084208500,22.6994035380,1,193458,2512777,22.03,212.66,0.07,8.80,1.11,3.09,13.48
114.0084606391,22.6994368601,2,193458,2512777,23.99,190.56,0.08,8.99,2.57,2.44,8.48
114.0084366524,22.6993652967,3,193458,2512777,23.55,194.80,0.08,9.10,3.86,1.50,7.00
114.0085265058,22.6995077889,4,193458,2512777,24.04,185.35,0.08,9.50,3.96,1.51,7.49
114.0084856613,22.6995048389,5,193458,2512777,18.83,174.88,0.08,8.69,5.84,1.98,5.88
114.0083427539,22.6994513687,1,193458,2512782,21.65,151.53,0.07,8.91,1.38,3.99,11.02
114.0083372881,22.6995446628,2,193458,2512782,24.86,237.15,0.08,7.59,2.12,2.57,12.91
114.0084707519,22.6994753787,3,193458,2512782,24.08,185.64,0.08,8.65,3.29,2.12,8.16
114.0084088779,22.6995435554,4,193458,2512782,23.34,209.53,0.07,8.86,4.05,1.49,7.16
114.0083534097,22.6995352208,5,193458,2512782,21.29,215.17,0.07,8.24,5.26,1.81,4.87
114.0083965564,22.6994577344,1,193458,2512787,31.08,193.48,0.06,8.76,1.16,5.34,15.06
114.0083371626,22.6995042295,2,193458,2512787,25.08,209.78,0.08,8.28,1.90,2.50,9.80
114.0085267142,22.6996082090,3,193458,2512787,27.16,178.29,0.08,9.14,3.18,1.72,9.72
114.0083474559,22.6994563740,4,193458,2512787,19.16,166.74,0.09,8.40,4.29,1.86,6.13
114.0084916590,22.6995633006,5,193458,2512787,19.85,232.04,0.10,8.99,5.87,1.53,5.88
114.0083553408,22.6995280572,1,193458,2512792,27.34,176.14,0.07,8.74,1.07,5.59,11.20
114.0084913353,22.6994959059,2,193458,2512792,20.23,171.61,0.07,8.12,2.06,2.53,8.98
114.0085026683,22.6994847990,3,193458,2512792,20.14,183.26,0.07,8.45,2.70,2.08,10.33
114.0084384256,22.6995119397,4,193458,2512792,23.65,147.71,0.08,8.91,5.26,2.09,7.24
114.0084733727,22.6996721871,5,193458,2512792,24.41,166.05,0.10,7.32,5.38,1.99,5.17
114.0084600916,22.6995595042,1,193458,2512797,20.44,162.73,0.08,9.34,1.15,4.42,12.56
114.0084361009,22.6996330726,2,193458,2512797,25.24,179.14,0.06,7.54,2.23,1.99,9.79
114.0083474445,22.6997267843,3,193458,2512797,21.23,172.71,0.09,9.06,3.71,1.96,10.08
114.0084313215,22.6995952194,4,193458,2512797,26.03,184.51,0.08,8.51,4.34,1.54,5.18
114.0083952228,22.6996980258,5,193458,2512797,24.15,204.40,0.09,8.67,4.86,1.63,5.48
114.0084996671,22.6997504001,1,193458,2512802,26.60,197.39,0.07,8.88,1.42,3.63,14.05
114.0083799895,22.6997429107,2,193458,2512802,22.84,194.40,0.09,8.81,1.68,2.55,9.24
114.0084000941,22.6996595395,3,193458,2512802,19.26,180.22,0.07,7.12,2.69,2.10,9.36
114.0084254461,22.6996307139,4,193458,2512802,23.60,233.82,0.08,8.73,4.97,1.54,6.55
114.0084264340,22.6996059026,5,193458,2512802,19.34,247.03,0.08,8.86,6.24,2.77,4.27
114.0083911133,22.6997907122,1,193458,2512807,28.34,196.25,0.06,9.50,1.29,3.18,14.82
114.0084135046,22.6997647791,2,193458,2512807,24.14,199.72,0.07,8.35,1.68,2.58,8.74
114.0084071967,22.6996547452,3,193458,2512807,25.51,158.90,0.09,8.72,3.30,2.02,7.48
114.0084783525,22.6996502731,4,193458,2512807,23.09,214.33,0.06,7.89,4.78,2.19,6.73
114.0084445876,22.6996611724,5,193458,2512807,19.35,233.81,0.07,6.97,5.10,1.54,4.07
114.0084554502,22.6997420484,1,193458,2512812,28.48,184.12,0.06,7.79,1.33,5.42,12.00
114.0083462165,22.6997830798,2,193458,2512812,24.24,174.77,0.08,9.19,2.40,2.69,8.38
114.0084257653,22.6997713279,3,193458,2512812,22.45,173.08,0.07,9.22,2.90,2.31,8.05
114.0084416514,22.6996927703,4,193458,2512812,25.90,207.90,0.06,7.86,3.76,1.55,7.06
114.0083908861,22.6996696642,5,193458,2512812,22.01,159.53,0.09,8.07,5.95,1.65,4.69
114.0083420664,22.6998456253,1,193458,2512817,24.19,175.86,0.07,8.82,1.23,3.74,12.43
114.0083575486,22.6997609458,2,193458,2512817,26.89,177.91,0.07,8.64,2.43,2.27,10.00
114.0084156388,22.6997705954,3,193458,2512817,22.91,166.09,0.08,7.56,3.58,1.47,9.72
114.0084361423,22.6997693460,4,193458,2512817,24.03,216.32,0.08,8.03,3.71,2.05,6.22
114.0083290210,22.6997249541,5,193458,2512817,27.29,214.28,0.08,7.93,4.80,1.57,4.86
114.0084945809,22.6997971702,1,193458,2512822,31.58,185.38,0.07,9.07,1.32,4.36,12.04
114.0084853456,22.6998341778,2,193458,2512822,23.98,167.24,0.08,9.05,2.61,2.44,12.16
114.0084226615,22.6998281298,3,193458,2512822,21.34,173.88,0.08,8.23,3.36,2.03,8.51
114.0084489598,22.6998085277,4,193458,2512822,18.20,182.73,0.09,9.25,4.45,1.35,5.76
114.0085190742,22.6997742708,5,193458,2512822,26.62,162.76,0.10,9.07,6.57,1.92,4.30
114.0084057879,22.6998485344,1,193458,2512827,25.89,214.40,0.07,8.10,1.08,3.67,11.88
114.0084435853,22.6999147173,2,193458,2512827,20.49,217.37,0.07,9.50,2.05,1.93,8.47
114.0084066411,22.6999231627,3,193458,2512827,21.93,200.15,0.08,9.50,3.46,1.66,7.84
114.0083778596,22.6998103635,4,193458,2512827,19.84,188.03,0.09,8.81,5.21,1.84,7.03
114.0084541004,22.6998808980,5,193458,2512827,20.28,228.61,0.07,9.28,6.22,1.82,4.03
114.0083398536,22.6998893078,1,193458,2512832,28.86,207.85,0.06,9.46,1.33,3.88,11.74
114.0085136927,22.6999728105,2,193458,2512832,24.48,163.32,0.09,8.50,1.97,2.15,8.34
114.0084737161,22.6999449887,3,193458,2512832,20.65,165.54,0.09,7.93,3.56,1.82,9.25
114.0083986996,22.6998831722,4,193458,2512832,23.07,208.61,0.06,8.08,3.52,1.88,5.68
114.0083677743,22.6999364987,5,193458,2512832,24.22,248.92,0.06,7.95,5.43,1.86,4.64
114.0083331319,22.7000362668,1,193458,2512837,24.10,152.30,0.07,8.60,1.25,2.90,11.00
114.0083326437,22.6999990743,2,193458,2512837,22.42,168.79,0.10,8.54,2.53,2.30,11.57
114.0083461776,22.6999646258,3,193458,2512837,18.80,168.04,0.08,8.03,4.02,2.15,7.63
114.0083785316,22.6999326335,4,193458,2512837,26.95,166.58,0.08,9.40,3.40,2.46,7.20
114.0083919826,22.7000476183,5,193458,2512837,24.70,221.92,0.07,8.66,6.60,1.23,4.61
114.0084278921,22.7000942664,1,193458,2512842,28.64,188.52,0.07,7.89,1.45,4.02,11.12
114.0085144184,22.6999679383,2,193458,2512842,20.84,155.34,0.07,9.34,2.05,2.38,10.33
114.0084092650,22.7000403088,3,193458,2512842,22.87,225.57,0.09,8.77,3.04,1.97,7.06
114.0083635128,22.7001205909,4,193458,2512842,19.49,192.60,0.08,9.08,4.89,2.25,6.40
114.0084833942,22.6999660278,5,193458,2512842,25.94,183.96,0.10,9.17,6.33,2.08,5.33
114.0084472770,22.7000824483,1,193458,2512847,26.02,207.36,0.07,9.04,1.34,3.94,14.66
114.0085030902,22.7001280531,2,193458,2512847,22.24,179.56,0.09,8.14,2.02,2.46,10.24
114.0084328925,22.7001134311,3,193458,2512847,22.82,177.38,0.07,7.71,3.80,1.72,9.47
114.0084742866,22.6999965592,4,193458,2512847,21.25,172.30,0.09,7.36,4.92,1.90,7.07
114.0083721851,22.6999939773,5,193458,2512847,21.32,238.10,0.10,8.57,5.41,2.07,4.62
114.0083231293,22.7001329719,1,193458,2512852,19.80,195.88,0.07,9.11,1.01,3.35,14.32
114.0084755098,22.7001873739,2,193458,2512852,25.16,152.38,0.08,9.02,1.97,2.23,8.46
114.0083502448,22.7000568433,3,193458,2512852,26.00,179.41,0.07,9.36,2.72,2.03,7.37
114.0084710009,22.7001047670,4,193458,2512852,18.66,174.76,0.07,8.34,4.94,1.85,7.08
114.0084376871,22.7001443726,5,193458,2512852,19.62,210.78,0.09,9.50,4.24,1.40,6.01
114.0084565358,22.6990536038,1,193463,2512732,23.92,168.67,0.07,8.60,1.08,2.96,10.93
114.0085055369,22.6989449035,2,193463,2512732,18.02,204.89,0.10,8.57,1.65,3.00,8.41
114.0084948925,22.6990652138,3,193463,2512732,23.41,240.11,0.08,6.90,2.68,1.68,6.94
114.0085738391,22.6989516562,4,193463,2512732,19.64,206.44,0.09,8.88,3.33,1.79,5.93
114.0084770792,22.6990096164,5,193463,2512732,24.87,178.43,0.07,9.12,4.95,1.98,4.87
114.0085919200,22.6990794154,1,193463,2512737,28.19,156.90,0.07,8.47,1.44,4.27,14.00
114.0084030369,22.6990286860,2,193463,2512737,20.01,160.21,0.06,8.55,1.68,2.39,9.89
114.0084154067,22.6990586224,3,193463,2512737,20.64,192.28,0.07,9.07,3.18,2.12,9.79
114.0084165606,22.6990203475,4,193463,2512737,18.58,237.19,0.08,9.50,3.62,1.44,5.56
114.0084357755,22.6990231035,5,193463,2512737,18.27,207.78,0.07,8.30,5.47,1.58,5.74
114.0085141731,22.6991078734,1,193463,2512742,26.91,158.67,0.07,8.31,1.27,4.68,14.65
114.0084387049,22.6990689070,2,193463,2512742,23.62,155.55,0.08,9.50,2.62,2.11,11.58
114.0085293231,22.6992181508,3,193463,2512742,18.05,177.36,0.08,7.96,2.94,1.61,9.77
114.0085880648,22.6990568317,4,193463,2512742,19.75,178.37,0.08,7.60,3.71,1.48,7.34
114.0084416318,22.6991607570,5,193463,2512742,26.30,220.05,0.07,9.50,4.73,2.37,4.64
114.0085770027,22.6990801997,1,193463,2512747,22.61,154.91,0.08,8.44,1.21,5.04,12.80
114.0085076133,22.6990844892,2,193463,2512747,20.42,198.53,0.08,6.84,1.87,2.89,9.80
114.0085471288,22.6991873321,3,193463,2512747,20.94,194.52,0.07,9.50,3.52,2.06,8.78
114.0084190509,22.6991175759,4,193463,2512747,27.72,218.85,0.07,9.09,3.89,1.75,7.84
114.0085068215,22.6991611224,5,193463,2512747,25.59,162.04,0.10,9.26,5.56,1.45,5.83
114.0085274052,22.6992926677,1,193463,2512752,20.12,192.72,0.07,8.42,1.57,3.70,9.60
114.0084618364,22.6992191159,2,193463,2512752,21.86,202.84,0.07,9.07,2.80,1.98,8.87
114.0084057498,22.6991738866,3,193463,2512752,20.94,185.60,0.07,8.46,3.30,1.70,8.54
114.0084179312,22.6991656537,4,193463,2512752,19.46,221.19,0.08,7.73,4.50,2.18,5.65
114.0084585279,22.6992539184,5,193463,2512752,21.79,229.69,0.07,8.50,4.25,2.15,5.56
114.0084941900,22.6991702402,1,193463,2512757,26.63,155.31,0.08,8.82,1.53,3.58,12.26
114.0084558745,22.6992121599,2,193463,2512757,26.65,235.19,0.08,8.33,2.58,1.56,12.61
114.0084785519,22.6993153626,3,193463,2512757,26.98,180.74,0.06,8.26,3.53,1.63,10.22
114.0083915659,22.6993040675,4,193463,2512757,23.87,217.48,0.07,9.00,3.92,1.52,7.20
114.0085833136,22.6992291735,5,193463,2512757,24.55,213.57,0.09,7.32,4.23,1.89,5.06
114.0085299462,22.6992752392,1,193463,2512762,19.18,203.03,0.09,8.98,1.43,4.49,12.06
114.0084809535,22.6993448028,2,193463,2512762,21.98,188.70,0.09,9.50,1.97,2.48,10.93
114.0084800616,22.6993158098,3,193463,2512762,26.12,178.10,0.07,8.51,3.91,2.33,8.41
114.0084895608,22.6993759277,4,193463,2512762,25.37,219.69,0.07,9.23,3.71,1.98,6.70
114.0084618543,22.6993556046,5,193463,2512762,18.94,164.44,0.08,7.19,6.44,1.97,5.33
114.0084824971,22.6992760332,1,193463,2512767,26.54,222.74,0.06,9.48,1.40,4.66,9.76
114.0085812964,22.6993286281,2,193463,2512767,21.88,175.19,0.08,9.50,2.05,2.02,10.51
114.0085283637,22.6993213481,3,193463,2512767,26.17,168.84,0.07,8.16,3.02,1.67,9.25
114.0083940834,22.6993680863,4,193463,2512767,19.67,234.35,0.07,8.16,3.63,2.12,5.50
114.0085782551,22.6993274298,5,193463,2512767,17.58,238.88,0.08,9.50,4.30,1.53,4.09
114.0084835856,22.6994020147,1,193463,2512772,19.04,224.95,0.06,9.34,1.27,3.14,13.14
114.0085058530,22.6994830487,2,193463,2512772,19.81,166.34,0.07,9.50,1.98,2.35,12.88
114.0085287274,22.6993779998,3,193463,2512772,18.22,173.53,0.09,8.18,3.51,1.80,8.58
114.0085290133,22.6993219767,4,193463,2512772,22.74,206.56,0.09,7.73,3.52,1.48,7.61
114.0085479088,22.6993580431,5,193463,2512772,19.61,212.13,0.07,7.59,6.34,1.39,4.49
114.0085034956,22.6994511203,1,193463,2512777,23.15,188.15,0.06,8.36,1.01,3.50,10.85
114.0085091489,22.6994851007,2,193463,2512777,27.19,178.37,0.08,9.01,2.57,2.31,12.31
114.0085002266,22.6995396615,3,193463,2512777,22.94,186.89,0.06,8.42,3.49,1.59,9.29
114.0085492371,22.6993633666,4,193463,2512777,19.27,187.36,0.07,8.24,4.32,1.98,7.87
114.0085732866,22.6993609151,5,193463,2512777,20.07,219.24,0.10,7.61,5.90,1.59,5.80
114.0085761166,22.6994212747,1,193463,2512782,25.64,165.38,0.06,8.80,1.14,4.74,12.11
114.0085777626,22.6994012419,2,193463,2512782,26.75,181.34,0.08,9.50,2.28,2.31,8.92
114.0085538331,22.6995059981,3,193463,2512782,21.79,172.55,0.06,9.30,3.68,1.79,7.79
114.0085599838,22.6994254264,4,193463,2512782,19.52,185.23,0.07,8.69,3.74,2.10,6.53
114.0085087379,22.6995695621,5,193463,2512782,24.10,184.43,0.08,8.80,4.66,1.91,5.46
114.0084849709,22.6996032846,1,193463,2512787,22.55,159.28,0.06,8.79,1.23,2.71,11.62
114.0084446364,22.6996107306,2,193463,2512787,28.39,190.18,0.07,8.62,2.72,2.63,8.71
114.0084049504,22.6994522083,3,193463,2512787,20.76,168.57,0.07,8.19,2.93,1.54,9.76
114.0084392421,22.6994673680,4,193463,2512787,23.31,245.83,0.08,8.88,4.86,1.73,7.31
114.0085060760,22.6994791125,5,193463,2512787,20.42,222.57,0.08,8.25,5.13,1.72,4.75
114.0085204285,22.6995267370,1,193463,2512792,28.65,194.10,0.06,8.22,1.37,3.45,9.32
114.0085343290,22.6996826916,2,193463,2512792,29.23,210.78,0.08,8.99,2.37,2.65,11.18
114.0083979410,22.6995938013,3,193463,2512792,21.94,148.26,0.07,9.47,2.97,1.92,8.63
114.0083984041,22.6996211778,4,193463,2512792,26.32,209.15,0.08,9.50,4.37,1.54,7.79
114.0085437357,22.6996045251,5,193463,2512792,23.14,208.43,0.07,8.68,4.55,1.59,4.74
114.0084559392,22.6996712078,1,193463,2512797,28.18,141.01,0.07,8.70,1.49,5.12,11.66
114.0084818410,22.6996517548,2,193463,2512797,24.07,198.48,0.07,9.00,2.30,2.54,10.48
114.0085497848,22.6996190235,3,193463,2512797,23.15,152.83,0.09,8.07,3.92,2.07,8.26
114.0084227148,22.6995920051,4,193463,2512797,20.17,247.18,0.07,9.35,3.91,1.61,5.47
114.0084597997,22.6996266004,5,193463,2512797,25.12,229.23,0.08,9.25,5.78,1.50,5.06
114.0085532695,22.6997452726,1,193463,2512802,23.66,220.89,0.06,8.56,1.20,3.44,13.36
114.0083814932,22.6995879023,2,193463,2512802,22.48,226.69,0.07,9.38,2.00,2.42,9.73
114.0084540787,22.6996618553,3,193463,2512802,26.52,211.01,0.07,8.50,4.02,2.15,8.40
114.0085716374,22.6997238520,4,193463,2512802,22.12,198.62,0.07,8.02,3.36,1.82,6.82
114.0084902622,22.6997235606,5,193463,2512802,16.71,229.37,0.08,9.17,5.64,2.13,4.98
114.0084265824,22.6997022602,1,193463,2512807,23.18,195.09,0.06,8.04,1.13,3.81,12.48
114.0083875038,22.6997980920,2,193463,2512807,24.81,174.22,0.08,8.44,1.88,2.46,10.87
114.0084369018,22.6997906847,3,193463,2512807,27.63,211.67,0.08,8.57,2.67,1.47,9.50
114.0084846496,22.6998006020,4,193463,2512807,19.50,210.62,0.10,7.41,3.75,1.68,7.33
114.0084271470,22.6996742606,5,193463,2512807,22.37,187.56,0.08,7.98,5.71,2.12,4.76
114.0085657269,22.6997486678,1,193463,2512812,24.29,213.58,0.07,9.46,1.44,3.98,12.72
114.0085181897,22.6998237449,2,193463,2512812,20.49,199.84,0.08,8.86,2.24,2.06,12.26
114.0085006764,22.6997045055,3,193463,2512812,20.78,182.89,0.06,8.10,4.05,1.64,8.02
114.0085382099,22.6998251288,4,193463,2512812,25.09,176.95,0.08,7.78,3.72,1.73,7.60
114.0084284029,22.6997880567,5,193463,2512812,23.92,150.68,0.07,8.07,6.47,1.73,5.41
114.0084259454,22.6997770449,1,193463,2512817,29.57,143.06,0.07,9.50,1.05,4.83,10.54
114.0085291476,22.6997385738,2,193463,2512817,22.58,181.44,0.08,9.42,1.73,1.71,9.56
114.0084959371,22.6998098024,3,193463,2512817,26.12,152.47,0.07,8.33,4.02,1.74,8.87
114.0083833872,22.6997775514,4,193463,2512817,25.25,211.77,0.07,8.91,5.00,1.50,6.06
114.0085121883,22.6998315634,5,193463,2512817,17.88,195.42,0.08,6.82,4.26,1.70,5.38
114.0084601372,22.6998289828,1,193463,2512822,23.65,156.07,0.08,9.05,1.11,5.55,13.60
114.0084005096,22.6999383404,2,193463,2512822,27.86,214.36,0.09,7.77,2.05,1.78,8.10
114.0085558550,22.6999182945,3,193463,2512822,22.13,222.71,0.09,8.96,2.98,1.60,9.58
114.0084326375,22.6997854300,4,193463,2512822,21.18,158.13,0.10,8.56,4.52,1.89,7.60
114.0084636786,22.6999520595,5,193463,2512822,23.68,221.72,0.09,8.19,4.81,1.53,4.81
114.0084237154,22.6998564410,1,193463,2512827,25.81,158.55,0.08,9.32,1.26,3.69,14.35
114.0085155946,22.6998930950,2,193463,2512827,18.71,182.40,0.07,9.50,2.46,2.75,9.89
114.0085029560,22.6999505924,3,193463,2512827,19.07,196.04,0.08,8.21,2.77,1.29,10.57
114.0084395223,22.6998271641,4,193463,2512827,21.65,178.52,0.08,8.52,4.69,1.68,7.87
114.0085183674,22.6999842269,5,193463,2512827,17.73,165.83,0.08,8.15,5.78,2.62,4.43
114.0085567826,22.6999738813,1,193463,2512832,20.21,172.49,0.07,8.88,0.99,3.62,11.87
114.0083868998,22.6999278426,2,193463,2512832,27.24,169.06,0.06,9.50,2.49,2.19,8.92
114.0083799392,22.7000353829,3,193463,2512832,20.97,180.77,0.06,8.53,2.89,1.39,7.66
114.0084665495,22.6999902385,4,193463,2512832,23.67,213.09,0.08,8.85,3.77,1.50,6.29
114.0084819574,22.7000023412,5,193463,2512832,22.12,193.48,0.09,8.92,4.66,2.27,5.40
114.0084861683,22.7000168012,1,193463,2512837,20.99,171.08,0.07,8.92,1.26,4.02,11.09
114.0084520996,22.6999077670,2,193463,2512837,23.87,185.05,0.07,7.85,2.21,3.60,8.40
114.0085008559,22.6999900612,3,193463,2512837,20.67,185.18,0.07,8.57,2.82,1.56,6.95
114.0084237940,22.7000372154,4,193463,2512837,25.32,212.27,0.08,8.70,4.85,1.24,6.77
114.0084432950,22.7000710086,5,193463,2512837,24.91,148.77,0.09,9.16,5.99,1.47,4.50
114.0085715583,22.7000453730,1,193463,2512842,28.49,190.54,0.08,9.50,1.44,3.08,12.11
114.0084707949,22.6999397764,2,193463,2512842,21.83,231.02,0.06,9.50,2.14,2.45,10.93
114.0085164201,22.7000568466,3,193463,2512842,23.81,182.64,0.07,8.08,3.53,1.84,7.39
114.0084379692,22.6999854567,4,193463,2512842,24.80,196.09,0.07,8.86,4.64,1.24,5.77
114.0085157062,22.7000061276,5,193463,2512842,17.05,229.10,0.08,8.45,4.63,1.76,4.13
114.0083895064,22.6999989892,1,193463,2512847,20.90,236.24,0.08,8.90,1.29,3.87,12.18
114.0084453463,22.7001540495,2,193463,2512847,21.52,215.07,0.10,9.50,2.00,2.21,9.89
114.0084084698,22.7000611494,3,193463,2512847,19.48,196.31,0.09,8.57,3.12,2.02,9.77
114.0085515592,22.7000650919,4,193463,2512847,23.76,200.53,0.10,8.94,4.86,1.73,8.05
114.0084375087,22.7000866806,5,193463,2512847,18.61,244.93,0.09,8.73,5.87,1.18,4.88
114.0086275466,22.6991329998,1,193468,2512742,26.60,152.56,0.07,8.06,1.21,4.25,9.96
114.0085134536,22.6991086532,2,193468,2512742,20.41,153.56,0.06,9.27,2.14,2.94,13.18
114.0084954110,22.6991134424,3,193468,2512742,22.69,217.31,0.09,7.75,2.67,1.52,9.44
