lon,lat,depth_m,x,y,temp C,cond (uS/cm),salt,pH,turb NTU,chl(ug/L),odo(mg/L)
114.0259196918,22.6844957540,4,193413,2512782,38.56,229.38,0.07,6.77,3.91,6.07,4.85
114.0260682425,22.6844926995,5,193413,2512782,23.33,244.04,0.10,9.50,4.13,7.04,3.20
114.0259289491,22.6845024347,1,193413,2512787,39.57,205.79,0.07,7.60,1.29,11.89,9.42
114.0259678543,22.6845642163,2,193413,2512787,35.34,228.00,0.09,9.50,1.72,6.75,5.45
114.0259573574,22.6846236287,3,193413,2512787,27.36,239.16,0.08,7.61,3.81,5.61,6.01
114.0259421958,22.6844415629,4,193413,2512787,32.22,213.11,0.09,8.66,4.31,5.59,6.03
114.0260656609,22.6846285524,5,193413,2512787,32.48,171.78,0.07,8.25,6.66,4.72,3.01
114.0260751709,22.6846416428,1,193413,2512792,50.32,206.24,0.06,8.63,1.51,10.98,6.26
114.0260240312,22.6845948431,2,193413,2512792,29.81,138.42,0.07,9.17,2.28,6.55,5.79
114.0260856223,22.6846552540,3,193413,2512792,42.53,199.95,0.08,6.74,2.99,4.60,4.85
114.0259399765,22.6845441299,4,193413,2512792,36.56,185.42,0.06,9.25,4.19,5.42,3.63
114.0260599916,22.6846648559,5,193413,2512792,30.29,222.87,0.08,8.56,7.12,4.94,3.01
114.0260419497,22.6846343010,1,193413,2512797,44.87,220.41,0.07,7.20,0.95,12.39,9.08
114.0260739739,22.6846840658,2,193413,2512797,35.55,194.80,0.08,9.50,1.91,4.43,7.62
114.0259203654,22.6846303055,3,193413,2512797,37.29,193.42,0.06,8.89,3.36,4.89,5.61
114.0260099311,22.6846118787,4,193413,2512797,32.22,198.60,0.08,8.74,4.45,4.79,5.48
114.0259559956,22.6846643020,5,193413,2512797,33.73,223.48,0.07,9.50,5.10,6.06,3.66
114.0259303329,22.6845684972,1,193413,2512802,43.35,206.65,0.07,9.01,1.07,16.96,8.13
114.0260046411,22.6846486799,2,193413,2512802,45.84,218.52,0.06,9.50,2.47,9.33,5.46
114.0259915624,22.6846629314,3,193413,2512802,36.85,184.12,0.08,7.30,3.12,5.19,5.77
114.0259521998,22.6846106736,4,193413,2512802,30.92,175.61,0.08,8.99,3.84,6.25,4.48
114.0260505600,22.6845954243,5,193413,2512802,39.33,227.15,0.09,9.50,4.71,4.83,4.00
114.0260926991,22.6846738206,1,193413,2512807,46.66,185.50,0.06,9.31,1.04,9.81,7.62
114.0259058790,22.6847551439,2,193413,2512807,36.17,228.38,0.06,9.50,2.02,8.69,7.98
114.0259081159,22.6846629577,3,193413,2512807,35.26,204.54,0.07,8.81,3.01,6.18,7.11
114.0260104613,22.6846989892,4,193413,2512807,31.64,179.40,0.09,7.52,5.14,5.90,4.33
114.0260769697,22.6847410797,5,193413,2512807,29.08,156.23,0.07,8.71,4.78,5.49,3.27
114.0260714986,22.6846751376,1,193413,2512812,47.02,149.42,0.07,8.76,1.57,14.16,10.96
114.0260198157,22.6847637129,2,193413,2512812,41.05,201.83,0.10,8.07,2.60,7.20,5.87
114.0259980324,22.6847198603,3,193413,2512812,45.86,159.77,0.08,9.27,3.27,6.03,5.68
114.0260292761,22.6847239166,4,193413,2512812,25.13,208.31,0.08,8.93,3.80,5.62,3.51
114.0259128542,22.6848051785,5,193413,2512812,35.35,201.42,0.08,9.18,6.12,5.47,3.52
114.0259031790,22.6847834366,1,193413,2512817,39.23,166.18,0.07,8.43,1.50,12.60,7.11
114.0259957429,22.6847127200,2,193413,2512817,31.90,219.87,0.08,9.08,1.84,7.63,7.83
114.0260179485,22.6847675225,3,193413,2512817,30.62,150.09,0.08,7.20,3.09,5.35,4.82
114.0259857829,22.6847624029,4,193413,2512817,26.52,215.58,0.07,9.50,4.78,7.74,4.87
114.0260718948,22.6847509414,5,193413,2512817,31.37,185.34,0.08,9.25,4.43,5.97,3.62
114.0259515892,22.6848149652,1,193413,2512822,47.59,206.97,0.08,7.03,1.43,12.51,7.98
114.0259657419,22.6848517337,2,193413,2512822,34.81,239.90,0.06,9.33,2.20,5.26,9.33
114.0259296034,22.6848465455,3,193413,2512822,37.09,193.86,0.07,9.50,3.12,5.49,5.90
114.0260644360,22.6849031958,4,193413,2512822,28.73,204.45,0.10,8.53,4.37,5.94,3.62
114.0259152691,22.6848978885,5,193413,2512822,26.78,170.50,0.06,6.60,5.41,6.75,4.33
114.0260138081,22.6848125667,1,193413,2512827,44.41,170.19,0.06,9.50,1.35,15.57,6.13
114.0259110505,22.6848129091,2,193413,2512827,40.58,175.81,0.08,7.31,1.83,7.79,7.23
114.0259193864,22.6849680407,3,193413,2512827,31.28,159.22,0.08,9.50,2.55,6.35,5.37
114.0259135969,22.6848105796,4,193413,2512827,27.12,179.75,0.08,7.78,4.55,5.19,4.11
114.0259502620,22.6849140730,5,193413,2512827,28.39,151.08,0.10,9.50,5.67,5.24,3.15
114.0259981062,22.6848779865,1,193413,2512832,41.94,248.45,0.07,8.45,1.51,11.08,9.11
114.0260148105,22.6848427218,2,193413,2512832,29.13,167.17,0.08,8.15,2.14,8.36,7.16
114.0259348917,22.6848714133,3,193413,2512832,40.02,209.93,0.09,8.62,3.20,6.13,5.94
114.0259060621,22.6848694184,4,193413,2512832,27.17,164.34,0.07,8.54,3.47,4.35,3.66
114.0259076141,22.6849488569,5,193413,2512832,27.30,238.37,0.07,9.50,5.67,5.35,3.70
114.0260710668,22.6850400211,1,193413,2512837,32.89,165.84,0.07,9.50,0.93,11.10,6.36
114.0259936363,22.6849086120,2,193413,2512837,39.19,221.51,0.07,8.52,1.89,5.80,7.85
114.0259585487,22.6848823420,3,193413,2512837,35.58,175.90,0.09,7.34,3.71,5.40,6.90
114.0259301273,22.6850631167,4,193413,2512837,32.59,205.43,0.07,7.33,5.11,4.89,4.92
114.0259819405,22.6850707256,5,193413,2512837,29.80,211.45,0.09,9.50,6.40,3.66,3.48
114.0260646533,22.6849387793,1,193413,2512842,33.17,164.06,0.06,9.47,1.05,14.36,11.82
114.0259700266,22.6850464903,2,193413,2512842,33.03,158.99,0.06,8.86,2.20,9.78,8.13
114.0260622975,22.6851031071,3,193413,2512842,28.38,172.01,0.06,9.50,3.81,4.23,6.99
114.0258900787,22.6851117432,4,193413,2512842,28.08,178.47,0.07,9.20,3.83,6.95,4.67
114.0259450146,22.6849769664,5,193413,2512842,39.92,148.55,0.07,8.74,5.25,6.21,3.42
114.0259923366,22.6850610558,1,193413,2512847,48.15,164.85,0.06,8.37,1.10,10.08,7.72
114.0259703082,22.6850415824,2,193413,2512847,31.71,231.77,0.06,7.84,2.24,5.50,5.68
114.0259790944,22.6850558091,3,193413,2512847,41.81,188.51,0.09,9.50,4.37,6.62,5.77
114.0259375501,22.6851295213,4,193413,2512847,30.54,190.22,0.10,9.50,4.32,3.60,4.58
114.0260440186,22.6851390589,5,193413,2512847,30.65,199.60,0.10,8.85,4.96,4.88,4.71
114.0259776194,22.6850643217,1,193413,2512852,34.19,225.40,0.07,7.83,1.04,8.56,7.77
114.0260002195,22.6851483478,2,193413,2512852,35.87,225.38,0.07,7.06,1.87,7.70,9.32
114.0258973103,22.6850664802,3,193413,2512852,33.84,172.48,0.07,8.39,3.61,4.41,5.68
114.0259935641,22.6850254213,4,193413,2512852,38.09,161.33,0.07,9.50,4.60,3.71,4.75
114.0260776693,22.6851405029,5,193413,2512852,32.64,234.97,0.07,8.67,5.30,7.33,3.69
114.0258895791,22.6851972249,1,193413,2512857,38.47,178.78,0.07,8.86,1.09,11.52,8.82
114.0260702126,22.6852469309,2,193413,2512857,32.92,224.51,0.07,7.93,2.01,5.25,7.05
114.0259976646,22.6852167286,3,193413,2512857,30.34,217.28,0.07,6.95,3.80,5.38,8.31
114.0259913449,22.6852469799,4,193413,2512857,29.22,246.06,0.08,8.97,4.79,3.42,4.16
114.0259482363,22.6852292463,5,193413,2512857,27.70,177.92,0.07,8.67,4.17,5.32,2.48
114.0260160166,22.6851453964,1,193413,2512862,42.89,222.06,0.06,9.50,1.36,10.86,9.77
114.0259079282,22.6852390603,2,193413,2512862,39.25,167.62,0.08,7.91,2.09,6.11,7.92
114.0258877143,22.6851324668,3,193413,2512862,38.95,215.98,0.07,9.14,3.14,6.17,5.70
114.0259050546,22.6852834890,4,193413,2512862,25.00,171.00,0.09,9.50,4.54,3.31,3.93
114.0260281786,22.6851146492,5,193413,2512862,36.60,222.68,0.08,6.92,4.95,4.12,4.24
114.0259185120,22.6851823511,1,193413,2512867,36.67,241.03,0.07,9.26,1.53,13.20,7.72
114.0260486404,22.6852249418,2,193413,2512867,27.44,162.21,0.09,8.96,2.66,6.38,7.44
114.0258867574,22.6851668440,3,193413,2512867,34.65,190.10,0.07,8.65,3.53,4.53,5.75
114.0260786996,22.6852125014,4,193413,2512867,35.60,151.10,0.08,9.50,3.83,5.19,4.40
114.0259779832,22.6853280533,5,193413,2512867,25.92,171.52,0.08,9.50,4.96,4.26,3.65
114.0260627898,22.6852199382,1,193413,2512872,34.10,208.53,0.08,7.74,1.16,13.83,8.42
114.0260564784,22.6853582899,2,193413,2512872,37.81,195.15,0.09,7.90,2.40,6.96,6.80
114.0259621677,22.6853425004,3,193413,2512872,27.09,237.93,0.09,9.14,2.69,4.54,4.93
114.0259248587,22.6853139579,4,193413,2512872,31.80,148.22,0.09,7.70,3.67,5.16,4.35
114.0260180960,22.6852941791,5,193413,2512872,37.65,181.16,0.07,6.73,4.50,3.48,3.73
114.0260034119,22.6835998830,1,193418,2512682,41.56,208.51,0.08,9.50,1.12,9.93,8.72
114.0261365131,22.6836337385,2,193418,2512682,31.42,152.04,0.09,9.50,2.08,4.95,5.25
114.0259835517,22.6835933958,3,193418,2512682,27.83,172.91,0.08,8.45,3.59,6.17,5.02
114.0261450871,22.6835344098,4,193418,2512682,41.42,209.76,0.08,9.50,3.34,3.93,4.87
114.0261422418,22.6836036150,5,193418,2512682,25.28,205.56,0.07,6.81,5.61,4.60,3.42
114.0260564901,22.6836303755,1,193418,2512687,47.39,187.03,0.05,8.37,1.27,13.93,9.21
114.0261506840,22.6836826912,2,193418,2512687,48.60,171.22,0.06,7.88,1.86,7.04,6.78
114.0261020390,22.6837270500,3,193418,2512687,33.68,152.91,0.09,9.21,2.69,3.99,7.27
114.0261362075,22.6835658667,4,193418,2512687,31.06,227.25,0.09,9.50,3.92,6.01,4.50
114.0261224866,22.6836841369,5,193418,2512687,40.48,173.18,0.08,7.67,4.98,5.00,3.67
114.0259766671,22.6836140834,1,193418,2512692,35.65,235.02,0.06,7.80,1.23,17.89,7.82
114.0261085667,22.6835810092,2,193418,2512692,43.53,246.80,0.08,8.54,2.47,7.14,7.98
114.0260757500,22.6836547993,3,193418,2512692,41.56,186.27,0.06,9.50,2.49,4.91,4.57
114.0260846202,22.6835945619,4,193418,2512692,38.65,232.95,0.10,9.23,4.69,5.47,5.68
114.0259704848,22.6837296766,5,193418,2512692,30.38,221.11,0.07,8.78,5.00,4.83,3.62
114.0261498589,22.6837405367,1,193418,2512697,27.39,165.65,0.07,9.50,1.55,14.88,6.39
114.0260487395,22.6836448816,2,193418,2512697,29.96,175.44,0.06,9.50,2.28,8.28,5.75
114.0260519483,22.6837024545,3,193418,2512697,33.91,197.49,0.08,9.10,3.46,5.26,4.31
114.0260371851,22.6837119830,4,193418,2512697,38.94,221.74,0.08,8.90,5.65,6.48,5.37
114.0261048060,22.6837387612,5,193418,2512697,30.06,229.42,0.08,9.03,5.29,5.75,3.58
114.0261446860,22.6836714693,1,193418,2512702,31.34,161.83,0.06,8.65,1.04,12.83,10.62
114.0261356645,22.6837286541,2,193418,2512702,29.09,158.28,0.09,9.06,1.96,7.83,6.85
114.0260920753,22.6838526423,3,193418,2512702,26.96,221.07,0.07,8.29,3.64,4.70,5.83
114.0259918781,22.6838022694,4,193418,2512702,38.17,173.16,0.08,8.79,4.35,6.92,4.44
114.0260330672,22.6836838999,5,193418,2512702,28.14,243.83,0.09,9.42,6.93,7.25,3.55
114.0260188807,22.6837311002,1,193418,2512707,36.67,173.40,0.09,7.31,1.43,10.11,9.15
114.0260905070,22.6838674389,2,193418,2512707,25.36,161.16,0.06,8.59,1.94,9.42,9.31
114.0261419177,22.6837307000,3,193418,2512707,33.97,220.16,0.09,9.50,3.52,5.97,7.60
114.0260207160,22.6838822915,4,193418,2512707,27.61,170.53,0.10,8.03,5.52,4.62,5.17
114.0260934309,22.6837504572,5,193418,2512707,23.67,224.79,0.07,8.30,4.26,4.92,4.17
114.0259886728,22.6838599947,1,193418,2512712,38.04,185.97,0.06,7.64,1.17,12.03,9.66
114.0261574916,22.6838561591,2,193418,2512712,36.04,238.20,0.08,9.50,2.98,9.30,7.06
114.0261308119,22.6839426075,3,193418,2512712,36.94,182.61,0.08,9.50,2.53,5.35,4.78
114.0259788147,22.6838469044,4,193418,2512712,38.10,228.89,0.08,9.17,4.63,5.78,4.32
114.0260168516,22.6837754480,5,193418,2512712,41.94,208.45,0.08,6.80,4.49,5.37,2.85
114.0259740329,22.6839353436,1,193418,2512717,40.61,173.26,0.07,9.29,0.88,11.07,9.25
114.0259880993,22.6838197010,2,193418,2512717,33.70,173.99,0.07,9.50,2.38,6.90,5.47
114.0260513104,22.6838607264,3,193418,2512717,34.10,156.44,0.10,8.72,4.18,6.50,6.46
114.0260603348,22.6839390002,4,193418,2512717,31.95,150.26,0.08,9.25,3.27,5.99,5.40
114.0260715338,22.6838167182,5,193418,2512717,31.18,217.90,0.08,6.76,4.81,5.83,4.02
114.0260716927,22.6839184510,1,193418,2512722,43.38,197.28,0.09,7.78,1.10,13.25,9.09
114.0260390313,22.6838656294,2,193418,2512722,44.88,143.00,0.07,8.70,1.90,5.32,8.39
114.0259799824,22.6840061978,3,193418,2512722,31.00,215.00,0.09,8.78,3.60,5.46,5.75
114.0260412233,22.6839436270,4,193418,2512722,33.80,209.78,0.07,7.84,3.59,5.10,4.27
114.0260987703,22.6839160182,5,193418,2512722,41.74,159.13,0.07,8.65,4.87,7.32,3.24
114.0261211110,22.6840861271,1,193418,2512727,32.38,191.59,0.07,8.92,1.32,12.00,8.61
114.0260795534,22.6839225618,2,193418,2512727,39.51,162.76,0.08,9.41,1.96,8.00,7.62
114.0261468275,22.6839993930,3,193418,2512727,30.61,172.29,0.06,7.01,2.73,3.17,6.72
114.0261059116,22.6840510588,4,193418,2512727,29.97,251.93,0.07,9.06,4.49,5.00,3.89
114.0261455141,22.6840076664,5,193418,2512727,41.52,188.96,0.06,6.98,6.01,5.01,3.09
114.0261322009,22.6839992875,1,193418,2512732,33.98,158.25,0.06,7.81,1.21,12.45,8.40
114.0259792340,22.6841165692,2,193418,2512732,34.29,195.52,0.06,9.49,1.92,6.42,7.40
114.0261155151,22.6839826130,3,193418,2512732,34.95,175.37,0.08,6.99,4.03,5.31,7.64
114.0260623233,22.6840302808,4,193418,2512732,32.61,185.43,0.08,8.45,4.68,6.78,4.92
114.0261186592,22.6839703357,5,193418,2512732,35.05,220.28,0.10,8.42,4.44,7.29,3.86
114.0261374386,22.6840627682,1,193418,2512737,35.79,131.32,0.06,7.93,1.31,16.23,7.17
114.0261054919,22.6841112561,2,193418,2512737,32.29,215.37,0.08,8.74,1.86,8.85,6.62
114.0260783087,22.6841062769,3,193418,2512737,33.03,214.76,0.08,8.50,3.51,3.92,6.66
114.0261283128,22.6839976484,4,193418,2512737,46.25,204.24,0.08,8.24,4.78,6.27,5.36
114.0261072198,22.6841745949,5,193418,2512737,41.77,211.71,0.08,6.58,6.34,3.81,3.01
114.0261442653,22.6841696065,1,193418,2512742,36.35,176.16,0.08,9.21,0.94,11.16,10.42
114.0260529957,22.6841523826,2,193418,2512742,34.58,196.69,0.07,9.38,1.94,10.44,7.61
114.0260974422,22.6842051051,3,193418,2512742,37.12,185.05,0.08,9.50,3.17,6.07,6.52
114.0259859799,22.6840909456,4,193418,2512742,33.00,162.54,0.08,7.51,4.02,6.21,5.22
114.0260509645,22.6841655072,5,193418,2512742,38.35,205.80,0.08,9.50,5.62,6.82,3.89
114.0261210553,22.6841765370,1,193418,2512747,31.97,179.58,0.08,9.50,1.14,17.73,8.32
114.0260248021,22.6841972921,2,193418,2512747,41.24,160.02,0.08,9.50,2.21,8.52,6.90
114.0259578802,22.6841862098,3,193418,2512747,34.43,188.73,0.10,9.50,3.44,4.32,5.52
114.0261252622,22.6840745095,4,193418,2512747,29.49,217.99,0.08,6.87,4.18,3.60,4.29
114.0260364271,22.6840844198,5,193418,2512747,28.59,228.52,0.06,9.50,6.42,7.32,3.29
114.0260937352,22.6842385892,1,193418,2512752,31.60,152.06,0.09,9.50,0.97,18.08,9.14
114.0260177148,22.6843046255,2,193418,2512752,42.06,203.24,0.06,8.52,2.81,5.97,8.30
114.0259648357,22.6842771005,3,193418,2512752,31.96,209.11,0.10,7.70,2.49,5.93,6.77
114.0260848006,22.6841972129,4,193418,2512752,38.85,192.15,0.08,7.55,4.42,5.80,4.90
114.0261298831,22.6842962690,5,193418,2512752,25.45,209.06,0.07,8.26,4.95,4.00,3.89
114.0261439608,22.6843551411,1,193418,2512757,39.42,216.87,0.06,9.50,1.12,8.61,7.73
114.0261401575,22.6843169474,2,193418,2512757,33.43,181.14,0.06,9.50,2.59,9.42,7.83
114.0260447904,22.6841942433,3,193418,2512757,35.95,180.68,0.08,8.85,3.18,4.67,5.09
114.0260931234,22.6842441052,4,193418,2512757,37.04,143.93,0.10,7.42,3.30,5.28,5.18
114.0259703082,22.6842069750,5,193418,2512757,32.40,160.63,0.09,9.50,5.84,5.29,3.26
114.0259527959,22.6843418642,1,193418,2512762,38.84,156.34,0.06,7.89,1.33,10.14,7.17
114.0260871119,22.6843454837,2,193418,2512762,35.24,196.18,0.07,8.96,2.38,8.29,5.75
114.0261091922,22.6842300823,3,193418,2512762,27.78,149.43,0.06,7.80,2.94,3.88,7.71
114.0259900102,22.6843164134,4,193418,2512762,29.91,183.33,0.09,7.93,4.34,6.46,5.09
114.0261323307,22.6843467442,5,193418,2512762,32.69,172.27,0.06,8.62,4.05,6.44,3.88
114.0261372300,22.6844458144,1,193418,2512767,29.87,155.72,0.09,8.64,1.25,11.62,7.73
114.0259787675,22.6842913682,2,193418,2512767,36.91,216.64,0.07,8.71,3.04,6.87,6.52
114.0260175489,22.6843867327,3,193418,2512767,38.09,204.23,0.09,8.77,3.60,3.18,5.01
114.0260662374,22.6843767495,4,193418,2512767,35.37,176.91,0.09,7.72,5.24,5.90,5.43
114.0260707869,22.6843758255,5,193418,2512767,35.05,211.22,0.09,9.50,4.84,3.22,3.78
114.0260916928,22.6844786211,1,193418,2512772,39.27,142.15,0.07,7.20,1.26,8.50,9.46
114.0259634969,22.6844636572,2,193418,2512772,35.11,210.92,0.07,8.42,2.41,8.64,8.01
114.0261349123,22.6843288004,3,193418,2512772,32.60,151.42,0.07,8.43,3.03,5.35,5.88
114.0261234345,22.6844796235,4,193418,2512772,38.87,209.07,0.07,9.44,3.72,5.61,4.90
114.0260117470,22.6843706308,5,193418,2512772,33.33,147.43,0.08,7.83,6.53,5.71,3.49
114.0260276461,22.6843967367,1,193418,2512777,32.03,203.56,0.07,8.48,1.12,11.96,9.78
114.0260664569,22.6843558862,2,193418,2512777,36.43,191.49,0.06,9.50,2.17,9.29,7.11
114.0260881330,22.6844871743,3,193418,2512777,36.50,145.53,0.08,9.50,3.35,6.04,6.67
114.0259903816,22.6844024773,4,193418,2512777,33.48,199.77,0.07,9.50,3.46,3.53,3.55
114.0260765207,22.6843762164,5,193418,2512777,28.84,163.44,0.09,8.33,5.40,5.21,2.75
114.0259807797,22.6844872428,1,193418,2512782,43.53,154.00,0.06,7.32,1.43,7.94,8.16
114.0259653641,22.6845685348,2,193418,2512782,39.17,210.31,0.07,8.76,2.28,6.13,5.81
114.0261260928,22.6845453074,3,193418,2512782,30.06,148.52,0.08,8.49,2.92,4.28,6.32
114.0259907414,22.6843915306,4,193418,2512782,31.56,177.38,0.10,7.22,4.08,7.10,4.78
114.0259639873,22.6844066597,5,193418,2512782,28.81,198.58,0.09,8.35,4.18,5.24,3.54
114.0260843467,22.6845246023,1,193418,2512787,34.95,168.64,0.05,8.96,1.63,9.58,7.85
114.0261032149,22.6844471285,2,193418,2512787,41.12,206.85,0.05,8.81,2.11,9.72,6.50
114.0260145584,22.6845611943,3,193418,2512787,37.46,184.30,0.06,8.44,3.14,4.57,6.32
114.0260850349,22.6844607273,4,193418,2512787,31.12,201.07,0.08,7.08,4.60,4.47,4.23
114.0259629240,22.6844643742,5,193418,2512787,26.40,263.85,0.07,7.98,4.78,5.07,2.91
114.0259986464,22.6845845379,1,193418,2512792,37.24,190.54,0.06,9.50,1.21,14.12,8.72
114.0260169712,22.6844817902,2,193418,2512792,39.71,155.86,0.07,6.65,2.28,9.03,6.93
114.0260237475,22.6846554533,3,193418,2512792,26.70,146.50,0.08,7.93,2.90,3.92,6.09
114.0259583016,22.6845749511,4,193418,2512792,37.57,251.42,0.07,9.25,5.22,4.81,4.62
114.0259749721,22.6845823967,5,193418,2512792,30.30,198.26,0.07,9.50,5.59,6.27,3.16
114.0259693543,22.6845833820,1,193418,2512797,33.12,161.65,0.07,8.76,1.00,8.88,9.15
114.0261391742,22.6846625232,2,193418,2512797,30.97,199.12,0.06,7.67,2.34,7.92,7.26
114.0261186123,22.6846138207,3,193418,2512797,35.58,189.14,0.07,9.50,3.02,3.84,6.77
114.0259610905,22.6846487410,4,193418,2512797,27.47,202.80,0.09,9.50,5.61,5.03,6.14
114.0259878995,22.6846924252,5,193418,2512797,30.97,205.13,0.11,8.70,4.79,5.54,4.41
114.0259515426,22.6847497556,1,193418,2512802,28.38,167.39,0.08,8.51,1.54,13.92,8.81
114.0260706080,22.6847587616,2,193418,2512802,47.29,236.03,0.07,8.38,3.05,8.22,6.38
114.0260886642,22.6847401549,3,193418,2512802,36.29,158.92,0.09,6.44,3.55,3.85,7.04
114.0260006767,22.6845706424,4,193418,2512802,32.98,219.96,0.07,8.87,4.39,5.91,4.57
114.0259698734,22.6845673656,5,193418,2512802,31.56,223.17,0.09,7.46,5.00,5.12,2.66
114.0260073871,22.6846233732,1,193418,2512807,43.72,193.09,0.09,9.50,1.25,12.50,8.98
114.0260155810,22.6847780567,2,193418,2512807,39.61,227.43,0.07,9.10,2.40,5.85,7.91
114.0261399399,22.6846483049,3,193418,2512807,33.25,196.35,0.10,7.72,2.90,7.75,5.97
114.0259785767,22.6847092953,4,193418,2512807,44.06,220.69,0.09,8.47,4.26,4.75,4.43
114.0259848980,22.6846681384,5,193418,2512807,27.42,180.54,0.07,9.01,4.34,5.24,3.66
114.0260406154,22.6847541809,1,193418,2512812,36.67,168.36,0.07,9.37,1.32,12.64,10.61
114.0261245861,22.6848140285,2,193418,2512812,37.96,156.26,0.06,7.25,1.84,8.10,6.09
114.0259706500,22.6847912058,3,193418,2512812,35.66,170.51,0.08,8.65,3.23,4.26,5.92
114.0260179867,22.6847291599,4,193418,2512812,36.19,208.61,0.06,7.81,4.20,4.19,4.89
114.0261314504,22.6848485230,5,193418,2512812,36.60,184.42,0.09,9.02,5.24,5.71,3.82
114.0259835400,22.6848541128,1,193418,2512817,44.18,178.15,0.07,8.78,1.35,8.01,9.31
114.0261001142,22.6847559007,2,193418,2512817,35.96,151.03,0.07,6.94,1.93,6.99,9.31
114.0260723950,22.6847673777,3,193418,2512817,44.82,162.04,0.07,8.84,4.26,6.84,6.61
114.0259554875,22.6848812225,4,193418,2512817,37.58,192.35,0.07,8.65,4.69,5.97,4.95
114.0261068240,22.6848655238,5,193418,2512817,37.09,239.14,0.08,7.91,5.24,3.39,3.52
114.0259717752,22.6848097609,1,193418,2512822,43.55,224.96,0.07,9.50,1.27,16.47,9.38
114.0260623511,22.6847621628,2,193418,2512822,40.32,159.28,0.07,9.50,2.22,7.41,6.32
114.0260044619,22.6848937512,3,193418,2512822,36.51,159.94,0.06,7.20,2.49,2.96,7.00
114.0260017128,22.6847467935,4,193418,2512822,38.66,210.33,0.07,8.48,4.51,5.26,4.08
114.0259621052,22.6848199296,5,193418,2512822,34.20,169.40,0.09,9.06,6.28,5.03,4.17
114.0261304551,22.6847995754,1,193418,2512827,42.00,197.73,0.06,8.32,1.25,10.20,10.12
114.0259407459,22.6849499406,2,193418,2512827,45.47,229.79,0.05,9.50,1.97,4.41,7.84
114.0259967576,22.6848549983,3,193418,2512827,35.27,186.52,0.06,9.50,2.85,5.87,7.16
114.0260608696,22.6849387266,4,193418,2512827,30.34,250.80,0.09,6.58,4.80,6.54,3.70
114.0259445339,22.6848321216,5,193418,2512827,27.28,174.85,0.10,9.50,6.97,6.45,3.86
114.0260566150,22.6849889473,1,193418,2512832,34.03,134.69,0.06,7.78,0.96,15.11,9.49
114.0260384030,22.6850253974,2,193418,2512832,34.13,163.14,0.08,9.50,2.46,7.08,8.66
114.0260890667,22.6849510219,3,193418,2512832,29.70,178.56,0.07,9.50,3.62,5.85,6.28
114.0260907714,22.6850248909,4,193418,2512832,31.74,197.92,0.08,7.24,3.52,7.29,4.50
114.0261205296,22.6849520011,5,193418,2512832,28.90,172.15,0.08,7.03,6.90,3.63,3.94
114.0259457657,22.6849581000,1,193418,2512837,30.57,191.07,0.06,7.51,1.15,8.82,10.29
114.0259913742,22.6849062079,2,193418,2512837,31.06,216.37,0.05,8.81,2.77,7.39,6.74
114.0259880981,22.6850236577,3,193418,2512837,29.83,167.51,0.07,9.50,3.41,4.81,7.37
114.0261245076,22.6849414994,4,193418,2512837,38.59,228.68,0.10,8.80,4.22,5.35,4.03
114.0260099704,22.6850253186,5,193418,2512837,39.92,197.18,0.10,8.81,4.20,5.52,4.08
114.0259652483,22.6849487831,1,193418,2512842,28.40,152.11,0.08,8.57,0.91,13.61,9.15
114.0260723727,22.6849845108,2,193418,2512842,25.82,189.59,0.05,9.50,2.55,8.40,9.88
114.0259557181,22.6850345021,3,193418,2512842,36.50,187.04,0.09,8.15,3.86,5.28,4.32
114.0260779545,22.6851147424,4,193418,2512842,26.48,174.06,0.08,7.88,4.94,4.96,3.75
114.0259711627,22.6849480670,5,193418,2512842,32.05,220.55,0.09,9.37,5.05,5.61,2.71
114.0261296540,22.6851379266,1,193418,2512847,41.09,219.55,0.09,9.15,1.16,10.70,10.57
114.0261246300,22.6849936664,2,193418,2512847,28.78,191.29,0.07,7.00,2.12,7.21,7.01
114.0261238891,22.6850279903,3,193418,2512847,43.46,179.52,0.06,9.50,2.40,7.23,5.05
114.0260497327,22.6849853572,4,193418,2512847,30.53,202.47,0.07,8.62,3.68,5.05,5.02
114.0260592082,22.6850080765,5,193418,2512847,27.84,246.25,0.11,7.98,6.16,5.28,3.94
114.0260610336,22.6851712785,1,193418,2512852,35.57,180.69,0.09,9.11,0.93,16.00,7.20
114.0260115266,22.6851939468,2,193418,2512852,37.10,195.42,0.08,7.38,2.61,5.80,6.53
114.0259673403,22.6850224213,3,193418,2512852,38.24,192.50,0.07,9.50,3.41,6.00,4.96
114.0259682957,22.6851502299,4,193418,2512852,31.04,218.98,0.08,8.87,4.20,5.52,5.31
114.0261181275,22.6850827555,5,193418,2512852,37.54,177.81,0.07,9.50,5.00,4.68,2.91
114.0259765214,22.6852602439,1,193418,2512857,39.77,141.24,0.07,9.50,1.11,15.54,8.64
114.0259348256,22.6851136136,2,193418,2512857,48.58,242.81,0.06,8.50,1.76,5.87,8.75
114.0260149467,22.6851001918,3,193418,2512857,36.50,253.96,0.08,8.75,2.95,3.15,7.54
114.0261054554,22.6850628770,4,193418,2512857,36.51,236.11,0.08,7.66,4.83,6.29,5.61
114.0260527353,22.6851639789,5,193418,2512857,40.95,205.11,0.06,8.23,4.89,4.75,3.09
114.0261055104,22.6852167945,1,193418,2512862,29.26,159.99,0.07,9.02,1.29,8.67,11.11
